flightNumber,date,fare,fareClass,seatsAvailable,priceCategory
MU338,2024-09-20T09:22:00,321.21,Economy,80,Low Fare
JX3294,2024-08-06T18:56:00,386.32,Premium Economy,156,Other
XE5139,2025-11-30T12:11:00,1485.19,Premium Economy,182,Other
MU2094,2024-07-21T15:44:00,1456.75,Business,110,Other
GL9795,2024-11-13T15:06:00,621.38,Business,28,Other
LP8266,2025-05-23T23:17:00,342.97,Premium Economy,141,Low Fare
PE3229,2024-10-12T16:51:00,167.72,Premium Economy,25,Low Fare
TZ754,2025-03-07T04:41:00,1367.89,Business,47,Other
NW4533,2025-11-18T10:39:00,588.59,Economy,32,Other
PD8575,2024-01-11T03:18:00,499.47,Economy,19,Other
MX514,2025-05-05T00:50:00,1239.42,Economy,180,Other
F81425,2025-10-15T02:46:00,1310.17,Business,17,Other
YP7106,2025-01-22T00:44:00,378.27,Business,44,Other
QX3232,2025-07-17T04:07:00,1101.84,Premium Economy,113,Other
XE3994,2024-06-04T15:09:00,1148.68,Business,174,Other
TA9965,2024-09-18T10:05:00,252.47,Premium Economy,144,Low Fare
DP5828,2025-01-23T04:24:00,1243.6,Business,129,Other
DL6424,2025-12-13T03:14:00,117.36,Economy,119,Low Fare
DL3822,2025-03-30T06:49:00,322.97,Economy,117,Low Fare
WO9956,2024-09-06T21:09:00,370.64,Premium Economy,179,Other
LX6367,2025-07-31T18:50:00,1033.49,Economy,22,Other
F83764,2024-09-06T23:00:00,851.46,Business,154,Other
AS2845,2025-05-14T13:22:00,384.46,Premium Economy,17,Low Fare
XP9944,2024-09-21T00:18:00,621.09,Economy,66,Other
NJ8989,2024-01-30T03:18:00,167.75,Premium Economy,110,Low Fare
WI5914,2025-03-01T07:21:00,861.33,Business,177,Other
AA3014,2025-09-21T03:16:00,220.29,Business,192,Low Fare
PE8310,2024-01-19T07:00:00,1487.98,Business,158,Other
QR8958,2025-09-02T19:31:00,189.1,Business,76,Low Fare
KL7345,2024-04-28T14:27:00,318.65,Premium Economy,81,Low Fare
TK3690,2024-11-20T11:26:00,486.19,Premium Economy,176,Other
SY2253,2025-11-16T15:34:00,176.69,Premium Economy,44,Low Fare
WO6178,2025-05-20T12:06:00,379.57,Economy,47,Other
CP404,2024-04-11T23:05:00,884.24,Business,14,Other
UA195,2024-07-01T14:49:00,1315.28,Premium Economy,165,Other
9W3381,2025-10-10T02:49:00,358.4,Premium Economy,88,Low Fare
WW4897,2025-08-11T06:53:00,126.28,Premium Economy,56,Low Fare
AS3734,2025-02-24T00:07:00,1330.11,Premium Economy,187,Other
WI527,2025-03-10T22:04:00,183.37,Business,197,Low Fare
LX9464,2025-02-04T23:34:00,288.64,Economy,92,Low Fare
QK4543,2024-06-06T02:57:00,1361.35,Economy,44,Other
NH5517,2025-10-23T06:03:00,453.49,Economy,44,Other
XJ8811,2024-01-14T16:12:00,809.25,Business,94,Other
CP5796,2024-12-26T09:05:00,1182.76,Premium Economy,48,Other
F8527,2025-10-24T09:31:00,830.63,Premium Economy,79,Other
AB1704,2025-06-11T03:30:00,748.98,Business,94,Other
G41769,2024-09-19T22:22:00,380.71,Business,12,Low Fare
EV9872,2024-01-25T14:32:00,363.28,Premium Economy,186,Other
JX541,2025-02-26T18:21:00,360.16,Economy,72,Low Fare
PE8791,2024-05-17T22:49:00,261.18,Economy,121,Low Fare
BF349,2024-10-24T15:04:00,1206.65,Economy,115,Other
AB1071,2024-02-06T05:17:00,1217.87,Economy,99,Other
F93603,2024-09-27T15:43:00,683.5,Business,162,Other
YX8401,2024-04-23T20:45:00,141.63,Business,115,Low Fare
9W3604,2024-02-12T22:05:00,1320.28,Business,46,Other
SE1873,2024-04-03T09:46:00,1262.52,Business,93,Other
IB7378,2024-05-15T19:14:00,147.67,Business,79,Low Fare
SS9436,2024-06-17T04:58:00,1130.35,Premium Economy,22,Other
SE2731,2024-01-24T12:34:00,260.68,Premium Economy,81,Low Fare
FF8913,2024-03-23T09:48:00,484.7,Business,187,Other
N72276,2025-01-13T15:44:00,1369.73,Economy,73,Other
MQ7017,2025-03-08T10:46:00,224.6,Premium Economy,93,Low Fare
PD6988,2025-09-04T09:29:00,271.68,Economy,123,Low Fare
UA4885,2025-02-10T20:12:00,441.68,Premium Economy,91,Other
NW294,2024-09-12T14:21:00,717.0,Economy,101,Other
HA6470,2025-02-01T03:36:00,292.8,Economy,128,Low Fare
9W7218,2024-05-25T20:45:00,1081.63,Premium Economy,180,Other
PD5548,2024-02-11T16:10:00,309.46,Economy,79,Low Fare
SE9743,2025-07-07T01:31:00,1308.07,Premium Economy,112,Other
MX9777,2025-11-11T16:48:00,318.73,Premium Economy,117,Low Fare
CP4508,2025-05-13T03:17:00,274.23,Economy,161,Low Fare
SK6458,2025-02-17T02:14:00,374.11,Business,121,Other
SK4050,2025-04-08T22:24:00,111.58,Economy,62,Low Fare
FL5801,2025-06-02T18:13:00,325.41,Premium Economy,179,Low Fare
DH9010,2025-03-25T02:41:00,364.36,Economy,132,Other
CC899,2025-09-22T01:38:00,191.34,Economy,45,Low Fare
CP3551,2025-02-11T14:24:00,994.35,Economy,67,Other
TW4981,2024-08-10T09:56:00,1228.72,Business,165,Other
AA9461,2025-08-30T16:41:00,133.76,Business,24,Low Fare
MU5526,2025-11-13T05:31:00,322.75,Business,63,Other
SS5587,2024-12-27T09:23:00,329.6,Economy,21,Low Fare
IB5441,2025-02-07T15:48:00,349.51,Economy,149,Low Fare
QQ7584,2025-04-23T05:48:00,970.82,Business,81,Other
VS6004,2024-04-25T22:15:00,1302.76,Economy,49,Other
MG3157,2025-02-24T05:18:00,792.67,Economy,108,Other
US6359,2025-02-26T21:43:00,1442.97,Business,37,Other
AZ829,2025-08-24T17:27:00,339.9,Premium Economy,10,Low Fare
RD9820,2024-03-30T15:39:00,848.29,Business,58,Other
AX712,2024-05-30T23:01:00,984.31,Economy,131,Other
AC8600,2025-03-05T06:44:00,1167.84,Premium Economy,17,Other
AC4021,2024-12-13T11:23:00,882.49,Premium Economy,115,Other
TA2529,2025-02-11T00:11:00,316.94,Premium Economy,142,Low Fare
NW4621,2024-12-28T01:32:00,1027.95,Business,188,Other
EI752,2025-04-19T05:34:00,1295.3,Economy,89,Other
CX1363,2025-07-29T20:49:00,1065.25,Economy,114,Other
WW5523,2024-08-28T22:12:00,179.49,Premium Economy,35,Low Fare
SQ8546,2025-06-16T09:22:00,457.77,Business,181,Other
MX3284,2025-09-29T06:10:00,101.95,Business,186,Low Fare
YP4882,2024-04-21T21:30:00,327.51,Business,82,Low Fare
NJ7156,2025-08-11T20:15:00,173.16,Economy,114,Low Fare
NJ8247,2025-04-09T06:16:00,922.11,Economy,163,Other
OZ942,2025-03-02T15:58:00,329.27,Premium Economy,55,Other
F8668,2024-06-13T02:20:00,1242.48,Premium Economy,33,Other
5Y1879,2025-07-28T07:47:00,337.22,Economy,98,Low Fare
PE9559,2024-02-05T18:21:00,183.77,Business,156,Low Fare
AX2240,2024-07-30T03:43:00,136.6,Business,27,Low Fare
EY3103,2025-02-08T08:56:00,617.87,Economy,147,Other
UA4092,2025-05-05T04:07:00,222.26,Economy,156,Low Fare
NH7491,2024-11-25T05:13:00,257.59,Premium Economy,26,Low Fare
9W1577,2025-05-09T21:17:00,393.29,Business,180,Low Fare
OH9629,2025-10-14T03:16:00,809.97,Business,105,Other
HX4799,2024-09-03T02:08:00,147.81,Economy,94,Low Fare
CP1118,2024-12-03T09:09:00,331.73,Economy,199,Low Fare
QK4832,2025-07-17T07:33:00,215.69,Business,73,Low Fare
AY3021,2024-11-24T17:03:00,1234.42,Economy,38,Other
WS544,2024-12-30T02:09:00,349.02,Business,156,Low Fare
RD5684,2025-05-02T13:00:00,488.36,Economy,61,Other
UA7283,2024-01-30T08:08:00,262.76,Business,106,Low Fare
WI8126,2024-12-02T18:37:00,1497.93,Premium Economy,102,Other
CP2026,2024-04-22T08:46:00,391.43,Economy,194,Low Fare
QK4069,2024-07-21T23:59:00,1125.66,Premium Economy,126,Other
EV1459,2025-05-08T18:29:00,713.67,Economy,84,Other
EV2696,2024-11-21T16:51:00,100.96,Economy,168,Low Fare
PD9684,2024-03-12T22:28:00,1218.12,Economy,148,Other
WW2906,2025-10-12T08:19:00,826.16,Economy,189,Other
MX2430,2025-01-25T23:27:00,210.56,Premium Economy,96,Low Fare
LP4524,2024-02-08T06:19:00,548.82,Premium Economy,96,Other
BR6305,2025-12-03T02:03:00,315.8,Premium Economy,47,Low Fare
AI8718,2025-12-05T22:42:00,913.33,Premium Economy,41,Other
CI3268,2025-11-01T17:07:00,1157.7,Premium Economy,47,Other
FL8536,2025-10-03T02:45:00,261.74,Premium Economy,163,Low Fare
XP2983,2025-01-05T04:24:00,1135.28,Business,145,Other
WW151,2025-02-11T20:53:00,363.43,Economy,163,Low Fare
MQ8608,2025-09-14T23:31:00,1060.51,Economy,143,Other
VX4178,2024-06-03T21:55:00,106.77,Business,118,Low Fare
WW8652,2024-09-23T17:25:00,258.94,Economy,156,Low Fare
IB7698,2025-03-21T14:03:00,143.53,Economy,190,Low Fare
OY8641,2025-12-10T01:26:00,1267.0,Economy,119,Other
AZ9581,2024-12-21T08:14:00,365.08,Business,59,Other
XP8184,2025-04-29T07:33:00,274.59,Premium Economy,144,Low Fare
NW3953,2025-12-02T08:44:00,155.57,Economy,164,Low Fare
MT7683,2024-12-11T18:49:00,388.31,Business,136,Low Fare
EY4763,2025-06-02T18:19:00,679.9,Premium Economy,124,Other
FI9384,2025-11-12T21:01:00,267.41,Premium Economy,165,Low Fare
QQ8831,2024-07-08T11:02:00,698.58,Business,179,Other
RD7706,2025-08-21T14:01:00,1117.11,Economy,128,Other
CZ2432,2025-05-07T17:45:00,140.43,Business,157,Low Fare
NW1213,2025-07-09T12:41:00,609.77,Economy,159,Other
CC3609,2024-06-15T22:22:00,1088.83,Business,43,Other
RW9086,2025-03-05T00:24:00,857.57,Economy,163,Other
AF9201,2025-01-30T02:47:00,1308.36,Business,23,Other
5Y6863,2024-04-18T19:06:00,1068.86,Business,52,Other
EV4802,2024-10-25T12:15:00,607.61,Economy,132,Other
TK1480,2025-11-09T22:34:00,1051.6,Business,107,Other
SE1274,2024-02-10T00:38:00,335.73,Business,133,Other
9W5872,2024-09-08T15:24:00,292.55,Economy,79,Low Fare
MX2981,2024-09-02T19:44:00,146.08,Economy,32,Low Fare
MX4739,2024-03-25T19:23:00,1456.6,Business,177,Other
KE8198,2025-04-15T18:16:00,381.63,Economy,117,Low Fare
WN3286,2024-02-19T08:44:00,1379.83,Business,148,Other
F81203,2024-05-30T18:31:00,137.71,Economy,58,Low Fare
FF283,2025-01-27T22:02:00,116.76,Economy,128,Low Fare
KE615,2025-04-08T22:46:00,626.86,Premium Economy,25,Other
WO9974,2024-12-17T00:40:00,200.96,Business,131,Low Fare
MQ7582,2024-03-29T07:48:00,1012.59,Economy,44,Other
MX2791,2025-04-24T09:52:00,907.31,Business,90,Other
QF4110,2024-07-27T11:30:00,393.18,Business,124,Other
QQ229,2024-04-03T08:22:00,1187.97,Economy,94,Other
BBB3484,2024-11-09T23:47:00,683.55,Economy,171,Other
OH2206,2024-04-25T23:15:00,339.02,Business,173,Low Fare
9W6311,2025-07-10T17:58:00,1465.18,Business,106,Other
BBB3713,2025-11-08T14:21:00,739.47,Premium Economy,13,Other
XJ2828,2024-12-27T07:18:00,326.43,Premium Economy,97,Low Fare
G49708,2025-12-22T20:58:00,364.77,Premium Economy,59,Low Fare
B68886,2025-08-27T00:26:00,226.73,Economy,132,Low Fare
CC7657,2025-07-25T07:18:00,752.26,Economy,142,Other
4O6278,2024-07-24T00:15:00,298.59,Economy,156,Low Fare
QK1131,2025-05-07T09:24:00,312.21,Premium Economy,166,Low Fare
WN6188,2025-08-20T19:34:00,231.97,Economy,159,Low Fare
SS7195,2024-08-04T10:42:00,198.41,Premium Economy,56,Low Fare
CM5243,2024-11-03T14:11:00,206.17,Business,17,Low Fare
LX2316,2024-07-18T18:54:00,1415.16,Premium Economy,164,Other
KL5082,2024-03-04T21:35:00,669.83,Business,61,Other
PR3063,2024-10-05T17:42:00,991.31,Premium Economy,63,Other
TZ9773,2025-06-29T16:50:00,1163.85,Business,191,Other
F87529,2024-08-26T11:04:00,530.46,Economy,64,Other
ZG1286,2024-07-28T03:48:00,328.75,Economy,93,Low Fare
NJ8328,2025-04-28T11:10:00,371.19,Premium Economy,107,Low Fare
JL8277,2024-09-06T23:42:00,377.89,Premium Economy,132,Other
AF3540,2025-12-01T14:05:00,538.39,Business,144,Other
PD2813,2025-07-08T19:03:00,1011.98,Economy,191,Other
Y41937,2025-11-04T15:20:00,468.93,Premium Economy,60,Other
HA2243,2024-08-13T13:24:00,153.29,Economy,23,Low Fare
AM9403,2025-05-02T02:23:00,727.88,Premium Economy,169,Other
YX161,2024-01-03T22:54:00,485.33,Business,119,Other
AM6266,2025-02-18T21:19:00,199.9,Economy,193,Low Fare
LY9506,2024-09-26T13:33:00,669.62,Business,24,Other
AA7839,2024-02-08T01:33:00,890.73,Economy,177,Other
CP2955,2025-09-19T22:23:00,393.61,Economy,118,Other
WN6777,2025-06-07T13:42:00,1332.49,Business,27,Other
FI4486,2024-12-25T09:19:00,152.57,Premium Economy,149,Low Fare
9W2469,2025-05-30T20:59:00,392.59,Business,191,Low Fare
MX1431,2024-06-07T21:36:00,1076.04,Premium Economy,143,Other
B66041,2024-07-05T05:18:00,338.31,Premium Economy,100,Low Fare
TZ2514,2024-06-25T13:46:00,200.34,Economy,145,Low Fare
YP6065,2025-07-26T12:25:00,909.62,Economy,155,Other
HA8271,2025-07-17T02:29:00,122.69,Premium Economy,76,Low Fare
LH242,2025-09-13T22:36:00,898.26,Economy,47,Other
TA1606,2025-01-16T16:45:00,233.97,Premium Economy,183,Low Fare
SK664,2024-07-06T01:57:00,801.05,Business,101,Other
AY7878,2024-01-13T04:09:00,271.03,Business,53,Low Fare
QX4000,2025-12-15T05:17:00,751.21,Economy,192,Other
XE2243,2024-09-25T01:56:00,113.85,Economy,133,Low Fare
UA7607,2024-02-17T18:40:00,370.01,Business,12,Low Fare
VX8044,2025-11-28T21:21:00,300.02,Economy,30,Low Fare
US8998,2025-07-19T08:21:00,1411.18,Business,162,Other
HQ3297,2025-01-13T17:17:00,324.82,Premium Economy,23,Low Fare
YP2300,2025-05-02T10:36:00,1381.37,Premium Economy,167,Other
IB4940,2025-07-20T05:35:00,815.68,Business,165,Other
NK8768,2025-05-29T04:47:00,1039.81,Economy,27,Other
AZ3984,2024-03-13T23:25:00,333.91,Economy,15,Low Fare
MX5909,2024-03-24T13:03:00,353.66,Business,51,Low Fare
S67465,2024-02-28T08:15:00,1436.72,Premium Economy,71,Other
AF8801,2024-06-24T12:52:00,531.53,Premium Economy,145,Other
FJ9226,2025-10-06T06:46:00,541.47,Premium Economy,151,Other
IB2981,2024-10-15T10:42:00,360.22,Economy,51,Other
TW7717,2024-08-10T04:36:00,342.19,Economy,94,Low Fare
US3479,2024-04-19T04:16:00,147.36,Premium Economy,151,Low Fare
AM4109,2025-04-03T14:27:00,791.96,Economy,118,Other
Z06775,2024-09-20T09:30:00,377.43,Business,13,Low Fare
VS9641,2025-09-05T22:18:00,209.93,Premium Economy,158,Low Fare
SK5706,2024-12-22T11:49:00,155.55,Business,167,Low Fare
HX5228,2024-04-30T13:55:00,306.71,Business,191,Low Fare
EK1538,2024-06-03T03:17:00,111.45,Premium Economy,19,Low Fare
EV837,2024-09-11T16:55:00,121.27,Economy,45,Low Fare
EK3565,2025-03-24T14:10:00,132.72,Economy,142,Low Fare
4O2341,2025-07-08T06:22:00,1196.36,Business,50,Other
Z09316,2025-10-13T23:47:00,163.69,Business,143,Low Fare
OH7195,2024-10-26T14:43:00,179.11,Business,183,Low Fare
IB8640,2025-12-02T12:57:00,324.2,Business,114,Low Fare
TP2508,2025-02-13T05:13:00,1359.59,Economy,157,Other
PR5331,2025-05-10T14:58:00,676.91,Premium Economy,169,Other
XP5443,2024-04-28T14:07:00,397.42,Economy,105,Low Fare
MX8512,2024-06-19T21:56:00,304.58,Business,146,Low Fare
CP2794,2024-11-03T05:21:00,299.62,Business,45,Low Fare
CC5424,2024-11-19T08:15:00,662.45,Business,78,Other
FJ4206,2024-05-03T11:45:00,251.78,Economy,195,Low Fare
CA6899,2024-06-27T02:56:00,860.06,Premium Economy,87,Other
ZG7776,2025-02-07T02:16:00,378.28,Business,131,Low Fare
VX1726,2025-10-06T16:06:00,1494.95,Economy,96,Other
BR1945,2024-08-11T18:46:00,145.6,Economy,139,Low Fare
B66791,2025-05-08T19:41:00,1032.91,Economy,92,Other
MX8501,2024-11-26T01:53:00,308.38,Premium Economy,121,Low Fare
VS2967,2024-12-12T03:40:00,263.16,Economy,80,Low Fare
MT187,2025-12-05T21:49:00,1101.42,Business,173,Other
CA331,2024-05-09T22:11:00,1088.61,Premium Economy,152,Other
ZW6826,2025-10-06T06:07:00,380.17,Business,174,Low Fare
OZ4685,2024-07-31T09:59:00,239.31,Premium Economy,137,Low Fare
CP3115,2025-04-18T16:58:00,135.72,Premium Economy,58,Low Fare
YP2365,2024-06-06T04:33:00,428.22,Economy,98,Other
AI1433,2024-03-29T22:33:00,1020.75,Premium Economy,164,Other
PD3776,2024-06-17T16:44:00,1438.59,Economy,179,Other
WS5373,2024-06-17T14:35:00,580.03,Premium Economy,31,Other
PR8061,2025-12-19T23:25:00,283.12,Business,75,Low Fare
VS4294,2025-05-02T04:19:00,564.72,Premium Economy,94,Other
F93583,2025-02-27T06:30:00,1239.26,Premium Economy,164,Other
WS6994,2025-09-17T04:29:00,351.31,Economy,48,Low Fare
US1222,2025-12-19T01:02:00,128.83,Economy,166,Low Fare
BR8614,2024-05-13T02:41:00,375.66,Business,188,Low Fare
VN2849,2025-05-22T19:51:00,354.26,Premium Economy,177,Low Fare
CP6818,2025-06-15T19:07:00,252.98,Business,120,Low Fare
TK5697,2025-01-04T20:16:00,298.39,Economy,125,Low Fare
WN8043,2024-10-27T11:12:00,238.15,Premium Economy,103,Low Fare
US8728,2025-04-04T10:28:00,144.29,Business,84,Low Fare
G47941,2024-10-06T13:37:00,197.6,Business,71,Low Fare
AA6819,2025-03-21T07:15:00,394.52,Economy,114,Low Fare
CP3658,2025-05-14T14:15:00,1377.05,Business,100,Other
EK8396,2024-03-13T00:02:00,1395.33,Premium Economy,16,Other
RD204,2024-06-26T01:37:00,659.06,Premium Economy,109,Other
TA2112,2024-03-14T16:57:00,350.59,Premium Economy,69,Low Fare
SQ469,2024-11-22T14:36:00,783.55,Business,187,Other
CZ6636,2024-05-22T15:39:00,149.03,Premium Economy,77,Low Fare
AY831,2025-11-17T11:05:00,799.22,Premium Economy,95,Other
UA7634,2025-01-22T07:02:00,142.7,Business,75,Low Fare
HX2113,2024-06-29T23:20:00,895.29,Premium Economy,200,Other
XE6289,2025-10-12T01:29:00,374.37,Economy,97,Low Fare
KE4505,2024-09-01T19:50:00,688.34,Economy,26,Other
XE946,2025-07-09T02:06:00,120.93,Economy,36,Low Fare
WN2780,2025-06-01T04:55:00,857.18,Economy,38,Other
OY9633,2025-04-25T13:19:00,396.44,Economy,142,Other
G48079,2025-08-13T07:54:00,176.6,Premium Economy,56,Low Fare
HX6109,2025-02-19T21:30:00,345.91,Economy,37,Low Fare
TK2970,2025-05-10T07:20:00,229.73,Premium Economy,141,Low Fare
QQ6092,2024-07-15T22:31:00,828.23,Premium Economy,142,Other
TS9834,2025-07-01T20:25:00,276.02,Premium Economy,79,Low Fare
G49389,2025-06-22T03:03:00,357.44,Business,116,Low Fare
TK8747,2024-06-18T21:27:00,1158.86,Premium Economy,193,Other
CP1451,2024-03-15T16:08:00,152.91,Business,83,Low Fare
BF6621,2024-05-29T03:56:00,140.53,Economy,171,Low Fare
CA6650,2024-12-01T11:23:00,173.29,Business,137,Low Fare
9W8199,2024-12-08T14:08:00,542.65,Business,20,Other
N71182,2024-04-21T13:19:00,155.23,Business,130,Low Fare
DP6340,2025-08-07T14:37:00,128.49,Premium Economy,44,Low Fare
SQ7237,2025-02-01T07:59:00,452.1,Business,59,Other
HA8500,2024-11-26T00:24:00,284.98,Premium Economy,28,Low Fare
KL2951,2025-11-26T16:36:00,368.15,Premium Economy,195,Low Fare
PE6975,2024-11-17T01:58:00,171.89,Economy,130,Low Fare
HQ785,2024-12-18T03:06:00,365.48,Business,181,Low Fare
EV9653,2024-11-04T01:25:00,940.17,Economy,61,Other
CC9873,2025-08-22T07:34:00,1056.35,Premium Economy,63,Other
TW9499,2024-08-17T15:22:00,835.07,Economy,195,Other
NK9871,2024-02-19T00:24:00,320.47,Premium Economy,179,Other
HQ4801,2025-12-09T07:22:00,1365.5,Economy,161,Other
MQ7229,2025-09-13T01:00:00,120.73,Business,85,Low Fare
BA2364,2025-02-19T13:00:00,628.29,Business,94,Other
TZ3993,2025-05-09T19:19:00,1177.29,Premium Economy,59,Other
PR2462,2024-06-27T22:24:00,341.66,Premium Economy,33,Low Fare
NJ6754,2025-04-29T05:55:00,421.85,Business,71,Other
CP4019,2024-03-30T07:46:00,1249.31,Premium Economy,177,Other
Z08954,2024-05-28T14:09:00,205.2,Premium Economy,102,Low Fare
DL1344,2024-09-28T13:31:00,1121.95,Business,81,Other
EV9018,2025-07-20T09:53:00,261.66,Business,84,Low Fare
EI9390,2024-03-08T19:43:00,1228.11,Premium Economy,168,Other
JL1490,2024-05-22T09:12:00,218.61,Business,18,Low Fare
QQ9065,2025-10-12T01:03:00,247.47,Economy,10,Low Fare
NJ5618,2024-08-29T03:12:00,842.07,Economy,161,Other
WS4734,2025-12-05T03:05:00,1265.63,Business,164,Other
AY9234,2025-08-19T09:44:00,590.7,Economy,99,Other
DP8258,2024-06-03T10:17:00,947.18,Business,31,Other
WW9894,2025-11-29T15:59:00,1426.06,Economy,50,Other
RD3150,2024-11-11T00:18:00,323.9,Premium Economy,18,Low Fare
JL9706,2025-01-28T17:17:00,644.97,Business,116,Other
UA1958,2025-02-13T05:26:00,1293.89,Business,114,Other
MX478,2024-07-03T16:14:00,281.31,Premium Economy,53,Low Fare
ZW5261,2025-07-06T22:08:00,183.94,Premium Economy,168,Low Fare
CZ485,2024-03-15T14:49:00,1416.67,Premium Economy,157,Other
MT5746,2025-09-26T15:48:00,171.1,Business,140,Low Fare
AM8438,2024-09-04T05:36:00,755.18,Premium Economy,20,Other
YX1876,2025-04-16T16:05:00,335.54,Premium Economy,51,Low Fare
WI8331,2025-07-28T08:24:00,237.92,Business,124,Low Fare
AY6090,2024-09-06T13:14:00,827.81,Premium Economy,112,Other
CI9456,2024-04-30T06:16:00,1453.76,Premium Economy,169,Other
B64252,2024-11-11T16:09:00,1171.21,Economy,66,Other
BR9473,2024-01-29T09:54:00,1251.63,Premium Economy,163,Other
NW2955,2025-07-26T06:19:00,972.21,Economy,140,Other
KL3085,2025-10-03T00:52:00,455.74,Business,59,Other
SE5949,2024-07-18T18:15:00,886.18,Economy,68,Other
G46701,2025-01-08T12:10:00,627.99,Premium Economy,64,Other
CI6225,2024-11-08T00:42:00,228.83,Premium Economy,20,Low Fare
AI771,2025-03-10T16:15:00,167.81,Premium Economy,178,Low Fare
WS5436,2024-06-07T05:01:00,1097.91,Premium Economy,72,Other
CI2003,2024-11-16T13:58:00,208.81,Premium Economy,61,Low Fare
SR3167,2025-05-19T01:18:00,1167.72,Business,158,Other
SQ1775,2025-02-24T17:57:00,953.73,Economy,46,Other
SE114,2024-04-26T21:03:00,1424.69,Premium Economy,149,Other
GL4452,2024-12-13T21:55:00,305.73,Premium Economy,169,Low Fare
WN1654,2024-12-30T20:17:00,1084.31,Premium Economy,52,Other
AC9860,2024-12-15T14:08:00,426.58,Economy,57,Other
QQ5008,2025-04-08T02:38:00,983.08,Economy,161,Other
CM3605,2025-01-27T07:58:00,269.15,Economy,191,Low Fare
SS5850,2024-04-02T03:15:00,1159.22,Business,145,Other
SQ8969,2024-06-17T08:59:00,1486.61,Economy,188,Other
TZ5881,2024-08-09T23:20:00,128.48,Economy,21,Low Fare
PR8673,2025-05-03T03:31:00,755.59,Business,113,Other
IB4490,2024-03-24T02:53:00,1407.68,Business,135,Other
RD9551,2025-08-14T19:03:00,143.46,Premium Economy,119,Low Fare
OH3444,2024-02-07T07:52:00,631.04,Business,66,Other
AZ7854,2025-05-09T16:23:00,1444.54,Premium Economy,121,Other
AY3323,2024-09-08T03:33:00,394.09,Business,137,Low Fare
WO3739,2024-06-06T00:03:00,961.95,Business,18,Other
XP7790,2025-01-07T06:53:00,1152.24,Economy,100,Other
HQ7617,2024-09-03T21:06:00,158.74,Economy,23,Low Fare
DE1900,2025-03-17T02:03:00,202.42,Business,196,Low Fare
