flightNumber,airline,iataCode,origin,destination,region,departureTime,arrivalTime,duration,fare,fareClass,seatsAvailable,priceCategory,aircraftType,onTimePerformance
9W4651,Jet Airways,9W,SFO,LAX,South America,2025-01-09T04:18:00,2025-01-09T12:01:00,463,769.59,Premium Economy,64,Other,Airbus A350,0.95
NK3613,Spirit Airlines,NK,SFO,ORD,US,2024-01-18T09:40:00,2024-01-18T10:52:00,72,207.13,Premium Economy,103,Low Fare,Airbus A320,0.86
BBB7797,BelAir Airlines,BBB,SFO,PTY,Central America,2024-02-19T18:39:00,2024-02-20T02:50:00,491,879.79,Economy,30,Other,Boeing 737,0.7
Z02758,"Norse Atlantic UK, Ltd.",Z0,SFO,LAX,South America,2025-01-09T18:59:00,2025-01-10T01:19:00,380,119.9,Business,137,Low Fare,Boeing 737,0.72
9W4566,Jet Airways,9W,SFO,CUN,Mexico,2024-11-27T02:54:00,2024-11-27T06:47:00,233,275.67,Economy,194,Low Fare,Boeing 737,0.74
MX8223,"Breeze Aviation Group, Inc.",MX,SFO,LAX,South America,2024-11-15T08:00:00,2024-11-15T12:03:00,243,1166.9,Business,79,Other,Boeing 737,0.74
AX8019,Trans States Airlines,AX,SFO,LAX,Australia / Oceania,2024-03-23T03:27:00,2024-03-23T13:26:00,599,348.52,Business,137,Low Fare,Airbus A320,0.81
EZ4141,Evergreen International Airlines,EZ,SFO,MEX,Mexico,2024-12-06T12:50:00,2024-12-06T21:45:00,535,674.66,Economy,143,Other,Boeing 737,0.88
FI5661,Icelandair EHF,FI,SFO,DXB,Middle East,2024-07-18T18:21:00,2024-07-19T05:19:00,658,301.07,Premium Economy,75,Low Fare,Airbus A320,0.77
SS7897,Corsairfly,SS,SFO,MEX,Mexico,2025-07-30T13:03:00,2025-07-30T20:51:00,468,140.85,Business,60,Low Fare,Boeing 787,0.84
RD6333,Ryan International Airlines,RD,SFO,PTY,Central America,2024-09-07T08:46:00,2024-09-07T10:24:00,98,142.61,Business,185,Low Fare,Boeing 737,0.73
WO8571,World Airways,WO,SFO,JFK,US,2025-08-02T09:20:00,2025-08-02T19:37:00,617,315.7,Business,27,Low Fare,Airbus A350,0.81
LY4509,Norwegian Air UK Ltd,LY,SFO,DEL,Asia,2024-08-18T10:58:00,2024-08-18T16:40:00,342,1060.86,Business,195,Other,Airbus A320,0.72
MX2710,"Breeze Aviation Group, Inc.",MX,SFO,LAX,South America,2025-02-15T22:39:00,2025-02-16T06:16:00,457,1337.19,Business,153,Other,Airbus A350,0.7
SQ7444,Singapore Airlines,SQ,SFO,SJO,Central America,2024-10-20T11:06:00,2024-10-20T20:15:00,549,954.59,Business,69,Other,Boeing 787,0.88
AM7871,Aeromexico,AM,SFO,DEL,Asia,2025-03-03T08:37:00,2025-03-03T12:05:00,208,969.04,Economy,142,Other,Airbus A320,0.74
S63584,Sports Hawk,S6,SFO,LAX,Australia / Oceania,2025-07-07T19:39:00,2025-07-08T01:19:00,340,218.92,Economy,25,Low Fare,Airbus A320,0.93
DL8158,Delta Air Lines,DL,SFO,FRA,Europe,2025-03-23T12:36:00,2025-03-23T16:34:00,238,448.52,Premium Economy,194,Other,Airbus A350,0.81
VS1539,Virgin Atlantic,VS,SFO,YUL,Canada,2025-07-19T23:18:00,2025-07-20T07:25:00,487,1446.28,Business,169,Other,Airbus A350,0.75
CP7625,Canadian Airlines,CP,SFO,LAX,Australia / Oceania,2024-08-26T22:41:00,2024-08-27T06:33:00,472,1244.06,Premium Economy,89,Other,Airbus A320,0.76
HQ9737,Harmony Airways,HQ,SFO,DOH,Middle East,2024-03-29T02:15:00,2024-03-29T04:37:00,142,1259.09,Premium Economy,60,Other,Boeing 737,0.74
F95812,Frontier Airlines,F9,SFO,CUN,Mexico,2025-03-06T14:21:00,2025-03-06T22:17:00,476,1350.79,Business,172,Other,Airbus A350,0.79
FJ8626,Air Pacific Limited dba Fiji Airways,FJ,SFO,ORD,US,2025-09-01T00:01:00,2025-09-01T05:11:00,310,385.47,Economy,161,Low Fare,Airbus A350,0.76
XP1696,Sobelair Airlines,XP,SFO,LAX,South America,2025-08-10T20:33:00,2025-08-11T00:36:00,243,138.08,Premium Economy,11,Low Fare,Boeing 737,0.87
HQ516,Harmony Airways,HQ,SFO,NRT,Asia,2025-01-15T00:07:00,2025-01-15T02:30:00,143,911.15,Economy,46,Other,Airbus A320,0.83
BA4272,British Airways,BA,SFO,YYZ,Canada,2025-07-19T00:51:00,2025-07-19T03:23:00,152,1253.88,Economy,130,Other,Boeing 787,0.91
AX5038,Trans States Airlines,AX,SFO,MEX,Mexico,2025-12-13T12:29:00,2025-12-13T19:36:00,427,483.06,Business,36,Other,Airbus A350,0.7
QR5655,Trego Dugan Aviation,QR,SFO,LAX,Australia / Oceania,2024-03-09T21:16:00,2024-03-10T01:22:00,246,317.96,Economy,72,Low Fare,Boeing 737,0.72
MQ2126,"Envoy Air, Inc.",MQ,SFO,SJO,Central America,2025-08-31T00:26:00,2025-08-31T07:16:00,410,281.73,Premium Economy,194,Low Fare,Boeing 737,0.82
GL6525,Miami Air International,GL,SFO,LAX,South America,2024-01-29T06:02:00,2024-01-29T07:27:00,85,1470.23,Business,28,Other,Airbus A350,0.79
S66129,Star Air,S6,SFO,YUL,Canada,2024-07-19T00:46:00,2024-07-19T10:44:00,598,1445.77,Business,100,Other,Airbus A320,0.71
EI6841,"Aer Lingus, Ltd.",EI,SFO,LAX,Australia / Oceania,2025-06-24T08:08:00,2025-06-24T19:12:00,664,562.07,Premium Economy,80,Other,Boeing 737,0.87
SR4923,Swissair,SR,SFO,MEX,Mexico,2025-12-30T03:15:00,2025-12-30T09:25:00,370,1123.15,Business,39,Other,Boeing 737,0.72
LX1047,Swiss International,LX,SFO,MIA,US,2025-05-21T11:12:00,2025-05-21T21:27:00,615,673.72,Economy,117,Other,Boeing 737,0.88
AI2978,Air India Limited,AI,SFO,PTY,Central America,2025-03-02T00:41:00,2025-03-02T09:06:00,505,317.48,Premium Economy,107,Other,Boeing 737,0.77
AB8669,Air Berlin,AB,SFO,ORD,US,2024-05-27T17:48:00,2024-05-27T22:29:00,281,331.3,Business,56,Low Fare,Boeing 737,0.79
GL6763,Miami Air International,GL,SFO,CUN,Mexico,2025-06-29T16:15:00,2025-06-30T02:24:00,609,226.01,Premium Economy,107,Low Fare,Boeing 737,0.92
LH9506,Lufthansa German Airlines,LH,SFO,DXB,Middle East,2024-03-27T03:56:00,2024-03-27T07:10:00,194,343.34,Premium Economy,36,Other,Airbus A350,0.82
DP2524,Air 2000,DP,SFO,CDG,Europe,2024-06-06T02:13:00,2024-06-06T10:00:00,467,542.8,Business,182,Other,Airbus A320,0.81
MX2428,Mexicana Airlines,MX,SFO,HKG,Asia,2025-03-08T00:23:00,2025-03-08T07:40:00,437,306.6,Premium Economy,72,Low Fare,Boeing 737,0.79
SS8368,Corsairfly,SS,SFO,CUN,Mexico,2025-11-07T13:36:00,2025-11-07T18:43:00,307,756.28,Business,53,Other,Airbus A350,0.87
EK7942,Emirates,EK,SFO,ORD,US,2024-01-08T04:07:00,2024-01-08T13:34:00,567,308.44,Business,24,Low Fare,Airbus A350,0.74
S62510,Boeing Company,S6,SFO,LAX,Australia / Oceania,2024-07-25T06:57:00,2024-07-25T12:40:00,343,359.34,Economy,69,Low Fare,Airbus A350,0.7
TS6734,Air Transat,TS,SFO,MIA,US,2024-06-18T10:31:00,2024-06-18T18:48:00,497,942.6,Economy,23,Other,Boeing 787,0.8
NK6177,Spirit Airlines,NK,SFO,NRT,Asia,2025-11-21T23:51:00,2025-11-22T11:27:00,696,248.26,Business,183,Low Fare,Airbus A350,0.74
F95630,Frontier Airlines,F9,SFO,LHR,Europe,2025-07-24T02:17:00,2025-07-24T11:59:00,582,366.66,Premium Economy,181,Low Fare,Airbus A320,0.86
PD5154,Porter Airlines (Canada) Limited,PD,SFO,SJO,Central America,2024-04-09T22:29:00,2024-04-10T04:04:00,335,194.8,Economy,21,Low Fare,Boeing 787,0.76
RD6012,Ryan International Airlines,RD,SFO,DOH,Middle East,2025-10-14T21:49:00,2025-10-15T00:47:00,178,382.88,Economy,58,Low Fare,Airbus A320,0.8
EV7042,Atlantic Southeast Airlines,EV,SFO,DEL,Asia,2024-02-24T16:27:00,2024-02-24T23:20:00,413,216.49,Business,40,Low Fare,Boeing 737,0.8
LH7265,Lufthansa German Airlines,LH,SFO,LAX,South America,2025-05-11T08:50:00,2025-05-11T18:17:00,567,1245.04,Economy,153,Other,Boeing 787,0.85
ZG2975,ZIPAIR Tokyo Inc,ZG,SFO,CDG,Europe,2024-09-24T03:30:00,2024-09-24T14:49:00,679,103.14,Business,72,Low Fare,Boeing 787,0.9
BR9624,Sports Hawk,BR,SFO,NRT,Asia,2024-09-26T16:59:00,2024-09-26T19:13:00,134,291.15,Business,116,Low Fare,Boeing 737,0.7
5Y329,North American Airlines,5Y,SFO,LAX,South America,2025-04-26T22:14:00,2025-04-27T03:41:00,327,423.82,Business,66,Other,Airbus A350,0.75
SK2329,Aeroflot Russian International Airlines,SK,SFO,LAX,Australia / Oceania,2024-12-26T11:17:00,2024-12-26T13:50:00,153,236.01,Economy,57,Low Fare,Boeing 787,0.81
NZ2078,Air New Zealand,NZ,SFO,SJO,Central America,2025-02-17T22:17:00,2025-02-18T05:11:00,414,1355.01,Economy,100,Other,Boeing 737,0.86
Z07889,"Norse Atlantic UK, Ltd.",Z0,SFO,LAX,South America,2024-11-26T17:32:00,2024-11-26T22:11:00,279,442.1,Economy,31,Other,Airbus A350,0.95
FI3163,Icelandair EHF,FI,SFO,LAX,South America,2025-09-01T02:08:00,2025-09-01T05:31:00,203,957.99,Business,89,Other,Boeing 737,0.73
BBB5869,BelAir Airlines,BBB,SFO,NRT,Asia,2024-12-07T20:19:00,2024-12-08T08:06:00,707,141.07,Business,92,Low Fare,Boeing 787,0.78
JX7623,Starlux Airlines Co. LTD,JX,SFO,SJO,Central America,2024-06-11T10:22:00,2024-06-11T20:36:00,614,307.67,Business,98,Low Fare,Boeing 737,0.9
LY1183,Norwegian Air UK Ltd,LY,SFO,FRA,Europe,2025-09-20T18:51:00,2025-09-21T05:18:00,627,660.59,Premium Economy,20,Other,Boeing 737,0.74
Y47559,Volaris Airlines,Y4,SFO,CUN,Mexico,2024-05-07T09:43:00,2024-05-07T19:04:00,561,106.53,Business,192,Low Fare,Boeing 737,0.76
QF738,Qantas Airways,QF,SFO,YUL,Canada,2024-07-17T07:39:00,2024-07-17T12:22:00,283,203.31,Premium Economy,195,Low Fare,Boeing 737,0.86
WW899,WOW Air,WW,SFO,DXB,Middle East,2024-11-13T13:09:00,2024-11-13T23:32:00,623,371.76,Economy,11,Low Fare,Airbus A320,0.74
SY8180,Servisair,SY,SFO,JFK,US,2025-08-25T01:18:00,2025-08-25T10:05:00,527,146.53,Premium Economy,34,Low Fare,Boeing 737,0.83
QQ9714,Reno Air,QQ,SFO,MIA,US,2025-04-09T16:39:00,2025-04-09T22:09:00,330,204.19,Business,74,Low Fare,Boeing 737,0.78
EV5515,Atlantic Southeast Airlines,EV,SFO,SIN,Asia,2025-06-18T07:25:00,2025-06-18T16:32:00,547,311.28,Economy,96,Low Fare,Airbus A350,0.88
QK2085,Air Italy S.P.A,QK,SFO,DOH,Middle East,2024-09-18T05:07:00,2024-09-18T15:10:00,603,1134.2,Economy,171,Other,Airbus A320,0.94
AZ9845,Norwegian Air Shuttle ASA,AZ,SFO,JFK,US,2025-11-30T13:05:00,2025-11-30T21:42:00,517,380.56,Economy,107,Other,Airbus A320,0.76
SK5917,SAS Airlines,SK,SFO,SIN,Asia,2024-05-27T17:15:00,2024-05-27T22:39:00,324,268.61,Business,68,Low Fare,Boeing 737,0.77
F87278,"Flair Airlines, Ltd.",F8,SFO,DXB,Middle East,2025-04-20T14:50:00,2025-04-20T22:56:00,486,710.78,Premium Economy,104,Other,Boeing 737,0.93
QQ7564,Reno Air,QQ,SFO,SJO,Central America,2024-12-08T00:33:00,2024-12-08T02:10:00,97,334.28,Business,105,Other,Boeing 737,0.9
SQ6616,Singapore Airlines,SQ,SFO,CUN,Mexico,2025-05-07T09:14:00,2025-05-07T19:07:00,593,921.18,Premium Economy,57,Other,Boeing 737,0.9
MQ4625,American Eagle Airlines,MQ,SFO,LAX,Australia / Oceania,2024-09-06T18:13:00,2024-09-06T20:14:00,121,166.43,Business,109,Low Fare,Boeing 787,0.8
FF7790,Tower Air,FF,SFO,YVR,Canada,2025-04-25T19:09:00,2025-04-25T20:15:00,66,1443.39,Premium Economy,157,Other,Boeing 787,0.81
UA619,United Airlines - Pre 07/01/2013,UA,SFO,LAX,Australia / Oceania,2025-07-18T22:43:00,2025-07-19T00:35:00,112,353.88,Business,148,Low Fare,Boeing 737,0.81
AY4370,Servisair,AY,SFO,HKG,Asia,2025-04-09T02:42:00,2025-04-09T12:59:00,617,130.71,Business,80,Low Fare,Airbus A350,0.86
UA3400,United Airlines - Pre 07/01/2013,UA,SFO,SJO,Central America,2024-04-22T12:48:00,2024-04-22T19:04:00,376,273.2,Business,17,Low Fare,Boeing 737,0.93
5Y3992,"Atlas Air, Inc",5Y,SFO,YUL,Canada,2024-07-21T14:29:00,2024-07-21T23:22:00,533,685.37,Economy,91,Other,Airbus A350,0.92
LX8705,Trego Dugan Aviation,LX,SFO,LAX,US,2024-06-24T21:44:00,2024-06-24T23:13:00,89,155.16,Business,140,Low Fare,Boeing 787,0.89
TA7126,"TACA International Airlines, S.A.",TA,SFO,YUL,Canada,2025-09-07T15:30:00,2025-09-08T01:20:00,590,287.68,Business,50,Low Fare,Boeing 787,0.76
CA5082,Air China,CA,SFO,LAX,Australia / Oceania,2025-06-12T04:07:00,2025-06-12T11:06:00,419,1217.51,Business,172,Other,Airbus A350,0.8
NW5928,Northwest Airlines (became Delta),NW,SFO,ORD,US,2024-06-16T02:25:00,2024-06-16T08:43:00,378,113.08,Business,68,Low Fare,Boeing 787,0.8
AI6653,Air India Limited,AI,SFO,LAX,South America,2025-06-04T05:10:00,2025-06-04T06:36:00,86,365.21,Business,32,Low Fare,Boeing 787,0.71
MT884,Thomas Cook Airlines,MT,SFO,FRA,Europe,2024-04-25T09:13:00,2024-04-25T11:29:00,136,133.84,Business,114,Low Fare,Airbus A320,0.88
XP667,Xtra Airways,XP,SFO,LAX,South America,2025-03-24T23:07:00,2025-03-25T02:07:00,180,319.64,Economy,101,Low Fare,Airbus A350,0.91
CP8889,Canadian Airlines,CP,SFO,CDG,Europe,2025-01-10T04:35:00,2025-01-10T12:05:00,450,573.77,Business,26,Other,Airbus A350,0.76
OO7959,SkyWest Airlines,OO,SFO,SJO,Central America,2025-12-29T04:12:00,2025-12-29T05:54:00,102,224.52,Premium Economy,175,Low Fare,Airbus A350,0.94
NK461,Spirit Airlines,NK,SFO,YUL,Canada,2025-09-24T21:13:00,2025-09-25T01:26:00,253,907.26,Business,118,Other,Airbus A350,0.77
HA8252,Hawaiian Airlines,HA,SFO,MIA,US,2025-05-07T20:15:00,2025-05-08T03:02:00,407,831.54,Premium Economy,179,Other,Boeing 787,0.83
TZ2119,ATA Airlines,TZ,SFO,LAX,Australia / Oceania,2024-08-17T21:30:00,2024-08-18T06:26:00,536,290.53,Business,160,Low Fare,Boeing 787,0.76
Z05682,"Norse Atlantic UK, Ltd.",Z0,SFO,YYZ,Canada,2024-02-20T18:06:00,2024-02-21T04:14:00,608,1307.87,Business,37,Other,Boeing 787,0.81
CP7204,Compass Airlines,CP,SFO,AMS,Europe,2025-03-03T16:52:00,2025-03-04T01:45:00,533,103.86,Premium Economy,84,Low Fare,Boeing 737,0.77
WO7159,World Airways,WO,SFO,PTY,Central America,2024-10-04T03:59:00,2024-10-04T10:00:00,361,124.6,Premium Economy,200,Low Fare,Airbus A350,0.88
EV4563,Servisair,EV,SFO,LAX,South America,2025-03-16T10:22:00,2025-03-16T20:41:00,619,108.37,Business,144,Low Fare,Airbus A320,0.88
TZ5769,ATA Airlines,TZ,SFO,JFK,US,2025-03-24T23:36:00,2025-03-25T09:35:00,599,800.16,Economy,105,Other,Airbus A350,0.81
OZ7475,Asiana Airlines,OZ,SFO,LAX,South America,2024-05-12T09:55:00,2024-05-12T13:49:00,234,1383.93,Economy,113,Other,Boeing 787,0.89
MX5955,Mexicana Airlines,MX,SFO,MEX,Mexico,2024-12-12T07:48:00,2024-12-12T19:44:00,716,862.41,Economy,164,Other,Boeing 737,0.76
S64227,Star Air,S6,SFO,JFK,US,2025-10-30T03:45:00,2025-10-30T11:26:00,461,544.47,Business,170,Other,Boeing 737,0.93
RW5864,Republic Airlines,RW,SFO,LAX,South America,2024-02-15T07:27:00,2024-02-15T14:47:00,440,166.39,Premium Economy,135,Low Fare,Boeing 787,0.7
BBB2406,BelAir Airlines,BBB,SFO,FRA,Europe,2024-10-29T06:30:00,2024-10-29T08:07:00,97,1383.3,Premium Economy,120,Other,Airbus A320,0.91
AI7232,Trego Dugan Aviation,AI,SFO,YYZ,Canada,2024-08-01T22:18:00,2024-08-02T03:38:00,320,229.75,Business,139,Low Fare,Boeing 787,0.91
CP7471,Canadian Airlines,CP,SFO,LAX,Australia / Oceania,2025-03-29T23:20:00,2025-03-30T05:11:00,351,1086.83,Business,91,Other,Airbus A350,0.72
Z0607,"Norse Atlantic UK, Ltd.",Z0,SFO,LAX,Australia / Oceania,2024-05-26T13:00:00,2024-05-26T15:11:00,131,208.27,Premium Economy,154,Low Fare,Boeing 737,0.87
A85351,Ameriflight,A8,SFO,ORD,US,2024-03-01T19:42:00,2024-03-02T07:32:00,710,323.57,Business,143,Low Fare,Airbus A350,0.82
F94109,Frontier Airlines,F9,SFO,DXB,Middle East,2024-10-31T11:29:00,2024-10-31T15:29:00,240,285.62,Premium Economy,146,Low Fare,Airbus A320,0.86
PR2519,Philippine Airlines,PR,SFO,LHR,Europe,2024-04-23T07:25:00,2024-04-23T15:22:00,477,388.0,Premium Economy,95,Other,Boeing 787,0.87
AF8945,Air France,AF,SFO,LAX,US,2025-08-03T17:30:00,2025-08-03T20:19:00,169,373.54,Premium Economy,61,Low Fare,Airbus A320,0.79
JX4250,El Al Israel Airlines LTD.,JX,SFO,NRT,Asia,2025-08-18T16:00:00,2025-08-18T19:25:00,205,1061.98,Premium Economy,53,Other,Airbus A320,0.92
NJ3615,Vanguard Airlines,NJ,SFO,LHR,Europe,2025-04-29T06:17:00,2025-04-29T11:38:00,321,1202.68,Economy,187,Other,Boeing 737,0.93
GL278,Miami Air International,GL,SFO,MEX,Mexico,2025-04-20T13:25:00,2025-04-20T16:43:00,198,160.36,Business,61,Low Fare,Airbus A320,0.73
MQ9895,American Eagle Airlines,MQ,SFO,ORD,US,2025-01-07T07:03:00,2025-01-07T09:33:00,150,327.84,Economy,174,Other,Airbus A320,0.8
XP9556,Xtra Airways,XP,SFO,LAX,Australia / Oceania,2025-04-15T13:04:00,2025-04-15T14:36:00,92,640.16,Economy,129,Other,Airbus A350,0.86
PR7340,Aeroflot Russian International Airlines,PR,SFO,SJO,Central America,2024-02-24T12:31:00,2024-02-24T14:56:00,145,599.03,Business,177,Other,Airbus A320,0.79
UA1438,United Airlines,UA,SFO,CUN,Mexico,2025-12-13T07:31:00,2025-12-13T19:28:00,717,965.56,Business,149,Other,Airbus A350,0.89
LY4583,Norwegian Air UK Ltd,LY,SFO,LAX,Australia / Oceania,2024-04-14T05:08:00,2024-04-14T12:35:00,447,326.08,Economy,107,Low Fare,Boeing 737,0.93
AB8129,Air Berlin,AB,SFO,LAX,Australia / Oceania,2025-10-01T21:45:00,2025-10-02T08:20:00,635,582.09,Business,64,Other,Airbus A320,0.85
NJ4642,Vanguard Airlines,NJ,SFO,HKG,Asia,2024-03-16T04:26:00,2024-03-16T07:37:00,191,362.23,Premium Economy,149,Low Fare,Airbus A320,0.94
TK4712,Turkish Airlines,TK,SFO,JFK,US,2025-07-24T17:44:00,2025-07-24T22:17:00,273,160.31,Premium Economy,71,Low Fare,Airbus A320,0.88
MT2099,Thomas Cook Airlines,MT,SFO,MEX,Mexico,2025-01-28T17:50:00,2025-01-29T04:27:00,637,347.5,Business,110,Low Fare,Airbus A320,0.83
PR2406,Philippine Airlines,PR,SFO,LAX,South America,2025-08-20T00:45:00,2025-08-20T07:27:00,402,217.76,Business,84,Low Fare,Airbus A320,0.74
EZ9982,DB Air,EZ,SFO,DEL,Asia,2025-11-16T02:40:00,2025-11-16T10:12:00,452,291.2,Economy,79,Low Fare,Boeing 737,0.76
NJ2639,Vanguard Airlines,NJ,SFO,LAX,Australia / Oceania,2025-07-21T12:42:00,2025-07-21T13:45:00,63,276.36,Business,18,Low Fare,Airbus A350,0.91
AS1497,Alaska Airlines,AS,SFO,SIN,Asia,2025-08-06T18:26:00,2025-08-06T21:45:00,199,1374.18,Business,122,Other,Airbus A350,0.9
MX277,Mexicana Airlines,MX,SFO,FRA,Europe,2024-09-25T13:39:00,2024-09-25T20:47:00,428,1236.92,Economy,50,Other,Boeing 737,0.73
EZ6947,Evergreen International Airlines,EZ,SFO,LAX,South America,2025-03-11T01:09:00,2025-03-11T08:38:00,449,254.83,Economy,25,Low Fare,Boeing 787,0.78
BF2874,French Bee,BF,SFO,LAX,US,2025-08-22T04:35:00,2025-08-22T13:23:00,528,330.75,Economy,120,Low Fare,Airbus A350,0.9
YX8141,Midwest Airlines,YX,SFO,DXB,Middle East,2025-11-28T15:07:00,2025-11-28T17:58:00,171,339.99,Business,111,Other,Airbus A320,0.73
XJ6176,North American Airlines,XJ,SFO,JFK,US,2024-01-19T19:32:00,2024-01-20T03:54:00,502,474.83,Business,14,Other,Airbus A350,0.88
TK4509,Turkish Airlines,TK,SFO,LAX,South America,2025-06-01T01:31:00,2025-06-01T11:10:00,579,114.06,Premium Economy,61,Low Fare,Airbus A350,0.71
OH639,Comair,OH,SFO,NRT,Asia,2025-01-27T23:01:00,2025-01-28T06:56:00,475,340.87,Economy,89,Low Fare,Airbus A320,0.81
Y41996,Volaris Airlines,Y4,SFO,LAX,Australia / Oceania,2024-07-07T03:18:00,2024-07-07T12:05:00,527,1285.03,Premium Economy,67,Other,Airbus A350,0.88
XE3112,ExpressJet Airlines,XE,SFO,DOH,Middle East,2024-03-02T02:13:00,2024-03-02T11:42:00,569,1414.01,Premium Economy,73,Other,Boeing 787,0.86
CX6469,Cathay Pacific,CX,SFO,YUL,Canada,2025-02-24T07:18:00,2025-02-24T16:05:00,527,380.96,Premium Economy,185,Low Fare,Airbus A320,0.73
AX7704,Trans States Airlines,AX,SFO,LAX,Australia / Oceania,2024-01-10T07:16:00,2024-01-10T14:19:00,423,105.72,Economy,55,Low Fare,Boeing 787,0.89
F82713,"Flair Airlines, Ltd.",F8,SFO,FRA,Europe,2024-11-11T01:07:00,2024-11-11T09:16:00,489,1027.92,Economy,88,Other,Airbus A350,0.9
DP3504,Air 2000,DP,SFO,DOH,Middle East,2024-05-12T09:57:00,2024-05-12T16:49:00,412,511.62,Economy,151,Other,Boeing 787,0.74
NH8407,Allegro Airlines,NH,SFO,SJO,Central America,2024-08-25T15:11:00,2024-08-26T00:58:00,587,440.08,Premium Economy,179,Other,Boeing 787,0.91
BBB2515,BelAir Airlines,BBB,SFO,LAX,South America,2024-04-19T00:20:00,2024-04-19T04:04:00,224,444.65,Business,55,Other,Boeing 737,0.9
TA4240,"TACA International Airlines, S.A.",TA,SFO,MEX,Mexico,2025-07-27T06:51:00,2025-07-27T17:37:00,646,243.92,Business,24,Low Fare,Boeing 737,0.81
OO5941,SkyWest Airlines,OO,SFO,AMS,Europe,2024-11-12T06:53:00,2024-11-12T11:07:00,254,195.85,Premium Economy,194,Low Fare,Boeing 787,0.86
CP9186,Canadian Airlines,CP,SFO,SJO,Central America,2024-04-16T10:48:00,2024-04-16T21:04:00,616,914.69,Business,10,Other,Airbus A350,0.8
BA5088,British Airways,BA,SFO,DOH,Middle East,2024-01-02T10:28:00,2024-01-02T18:51:00,503,138.7,Premium Economy,155,Low Fare,Airbus A320,0.75
AF3867,Air France,AF,SFO,LAX,Australia / Oceania,2025-07-15T20:12:00,2025-07-16T03:17:00,425,232.04,Economy,34,Low Fare,Boeing 737,0.76
A87915,Ameriflight,A8,SFO,SJO,Central America,2024-06-21T23:29:00,2024-06-22T01:41:00,132,186.46,Premium Economy,199,Low Fare,Boeing 787,0.89
SK9745,Allegro Airlines,SK,SFO,CDG,Europe,2024-01-12T08:54:00,2024-01-12T11:56:00,182,325.59,Economy,109,Low Fare,Boeing 737,0.8
WN4758,Southwest Airlines,WN,SFO,DXB,Middle East,2025-11-28T14:32:00,2025-11-28T17:11:00,159,266.66,Business,14,Low Fare,Boeing 737,0.78
AC8633,Sports Hawk,AC,SFO,YYZ,Canada,2024-01-10T15:00:00,2024-01-11T00:24:00,564,1458.42,Economy,178,Other,Airbus A350,0.94
VN4959,Vietnam Airlines JSC,VN,SFO,LAX,US,2025-11-22T16:02:00,2025-11-22T21:25:00,323,1068.72,Premium Economy,98,Other,Boeing 737,0.77
VN6743,Vietnam Airlines JSC,VN,SFO,PTY,Central America,2024-12-26T20:43:00,2024-12-27T01:46:00,303,296.67,Business,19,Low Fare,Airbus A320,0.83
CP2084,Compass Airlines,CP,SFO,LAX,South America,2024-02-27T16:06:00,2024-02-27T19:16:00,190,325.42,Business,199,Low Fare,Airbus A350,0.94
TA2827,Trego Dugan Aviation,TA,SFO,LAX,Australia / Oceania,2025-04-14T04:50:00,2025-04-14T16:01:00,671,321.57,Premium Economy,39,Low Fare,Boeing 737,0.87
WI9871,Tradewinds Airlines,WI,SFO,SJO,Central America,2025-04-02T08:17:00,2025-04-02T09:23:00,66,615.69,Business,194,Other,Boeing 737,0.75
F84279,Sports Hawk,F8,SFO,CDG,Europe,2024-06-22T05:49:00,2024-06-22T15:13:00,564,370.45,Economy,73,Low Fare,Boeing 737,0.86
RD7205,Ryan International Airlines,RD,SFO,DEL,Asia,2024-11-20T14:48:00,2024-11-20T22:12:00,444,761.53,Economy,151,Other,Boeing 787,0.81
XP9332,Xtra Airways,XP,SFO,YVR,Canada,2024-07-22T05:46:00,2024-07-22T08:54:00,188,550.62,Business,66,Other,Boeing 787,0.71
WO5489,Pacific Aviation,WO,SFO,JFK,US,2024-11-23T21:10:00,2024-11-24T06:26:00,556,303.37,Business,153,Low Fare,Boeing 737,0.87
UA8430,United Airlines - Pre 07/01/2013,UA,SFO,YUL,Canada,2024-05-16T07:09:00,2024-05-16T09:51:00,162,775.93,Economy,168,Other,Airbus A350,0.86
TK7858,Sports Jet,TK,SFO,LAX,South America,2025-10-23T13:58:00,2025-10-24T01:08:00,670,856.83,Premium Economy,20,Other,Airbus A320,0.82
KL7194,KLM Royal Dutch Airlines,KL,SFO,FRA,Europe,2024-12-15T19:18:00,2024-12-16T03:07:00,469,341.02,Economy,187,Low Fare,Airbus A350,0.91
LY8255,Norwegian Air UK Ltd,LY,SFO,MEX,Mexico,2024-12-18T15:39:00,2024-12-18T23:23:00,464,1297.18,Economy,153,Other,Airbus A350,0.79
YV2385,Mesa Airlines,YV,SFO,DXB,Middle East,2025-10-16T17:54:00,2025-10-17T01:08:00,434,1410.18,Premium Economy,111,Other,Boeing 787,0.88
MQ9064,"Envoy Air, Inc.",MQ,SFO,LAX,South America,2024-12-08T02:58:00,2024-12-08T07:35:00,277,244.49,Economy,199,Low Fare,Airbus A350,0.76
SY1404,Sun Country Airlines,SY,SFO,SIN,Asia,2024-07-06T11:04:00,2024-07-06T15:38:00,274,797.45,Economy,126,Other,Airbus A350,0.82
5Y342,"Atlas Air, Inc",5Y,SFO,LAX,South America,2024-01-04T20:07:00,2024-01-04T23:31:00,204,144.61,Premium Economy,161,Low Fare,Boeing 737,0.86
